Date,Open,High,Low,Close,Adj Close,Volume,company
2022-12-19,244.860001,245.210007,238.710007,240.449997,238.3367,29696400,MSFT
2022-12-20,239.399994,242.910004,238.419998,241.800003,239.674835,25150800,MSFT
2022-12-21,241.690002,245.619995,240.110001,244.429993,242.281708,23690600,MSFT
2022-12-22,241.259995,241.990005,233.869995,238.190002,236.096542,28651700,MSFT
2022-12-23,236.110001,238.869995,233.940002,238.729996,236.631805,21207000,MSFT
2022-12-27,238.699997,238.929993,235.830002,236.960007,234.87738,16688600,MSFT
2022-12-28,236.889999,239.720001,234.169998,234.529999,232.468719,17457100,MSFT
2022-12-29,235.649994,241.919998,235.649994,241.009995,238.891785,19770700,MSFT
2022-12-30,238.210007,239.960007,236.660004,239.820007,237.71225,21938500,MSFT
2023-01-03,243.080002,245.75,237.399994,239.580002,237.474335,25740000,MSFT
2023-01-04,232.279999,232.869995,225.960007,229.100006,227.086441,50623400,MSFT
2023-01-05,227.199997,227.550003,221.759995,222.309998,220.356125,39585600,MSFT
2023-01-06,223.0,225.759995,219.350006,224.929993,222.95311,43613600,MSFT
2023-01-09,226.449997,231.240005,226.410004,227.119995,225.12384,27369800,MSFT
2023-01-10,227.759995,231.309998,227.330002,228.850006,226.838638,27033900,MSFT
2023-01-11,231.289993,235.949997,231.110001,235.770004,233.697845,28669300,MSFT
2023-01-12,235.259995,239.899994,233.559998,238.509995,236.413727,27269500,MSFT
2023-01-13,237.0,239.369995,234.919998,239.229996,237.127396,21333300,MSFT
2023-01-17,237.970001,240.910004,237.089996,240.350006,238.237564,29831300,MSFT
2023-01-18,241.570007,242.380005,235.520004,235.809998,233.737457,30028700,MSFT
2023-01-19,233.779999,235.520004,230.679993,231.929993,229.891571,28623000,MSFT
2023-01-20,234.860001,240.740005,234.509995,240.220001,238.108719,35389800,MSFT
2023-01-23,241.100006,245.169998,239.649994,242.580002,240.447968,31934000,MSFT
2023-01-24,242.5,243.949997,240.440002,242.039993,239.91272,40234400,MSFT
2023-01-25,234.479996,243.300003,230.899994,240.610001,238.495285,66526600,MSFT
2023-01-26,243.649994,248.309998,242.0,248.0,245.820328,33454500,MSFT
2023-01-27,248.990005,249.830002,246.830002,248.160004,245.978928,26498900,MSFT
2023-01-30,244.509995,245.600006,242.199997,242.710007,240.576843,25867400,MSFT
2023-01-31,243.449997,247.949997,242.949997,247.809998,245.632004,26541100,MSFT
2023-02-01,248.0,255.179993,245.470001,252.75,250.528595,31259900,MSFT
2023-02-02,258.820007,264.690002,257.25,264.600006,262.274445,39940400,MSFT
2023-02-03,259.540009,264.200012,257.100006,258.350006,256.079376,29077300,MSFT
2023-02-06,257.440002,258.299988,254.779999,256.769989,254.51326,22518000,MSFT
2023-02-07,260.529999,268.769989,260.079987,267.559998,265.208435,50841400,MSFT
2023-02-08,273.200012,276.76001,266.209991,266.730011,264.385712,54686000,MSFT
2023-02-09,273.799988,273.980011,262.799988,263.619995,261.30304,42375100,MSFT
2023-02-10,261.529999,264.089996,260.660004,263.100006,260.787659,25818500,MSFT
2023-02-13,267.640015,274.600006,267.149994,271.320007,268.935394,44630900,MSFT
2023-02-14,272.670013,274.970001,269.279999,272.170013,269.777924,37047900,MSFT
2023-02-15,268.320007,270.730011,266.179993,269.320007,267.621613,28922400,MSFT
2023-02-16,264.019989,266.73999,261.899994,262.149994,260.496796,29603600,MSFT
2023-02-17,259.390015,260.089996,256.0,258.059998,256.432587,30000100,MSFT
2023-02-21,254.479996,255.490005,251.589996,252.669998,251.076584,28397400,MSFT
2023-02-22,254.089996,254.339996,250.339996,251.509995,249.923904,22491100,MSFT
2023-02-23,255.559998,256.839996,250.479996,254.770004,253.163345,29219100,MSFT
2023-02-24,249.960007,251.0,248.100006,249.220001,247.648346,24990900,MSFT
2023-02-27,252.460007,252.820007,249.389999,250.160004,248.582428,21190000,MSFT
2023-02-28,249.070007,251.490005,248.729996,249.419998,247.847076,22491000,MSFT
2023-03-01,250.759995,250.929993,245.789993,246.270004,244.716965,27565300,MSFT
2023-03-02,246.550003,251.399994,245.610001,251.110001,249.526428,24808200,MSFT
2023-03-03,252.190002,255.619995,251.389999,255.289993,253.680054,30760100,MSFT
2023-03-06,256.429993,260.119995,255.979996,256.869995,255.250107,24109800,MSFT
2023-03-07,256.299988,257.690002,253.389999,254.149994,252.547241,21473200,MSFT
2023-03-08,254.039993,254.539993,250.809998,253.699997,252.100098,17340200,MSFT
2023-03-09,255.820007,259.559998,251.580002,252.320007,250.728806,26653400,MSFT
2023-03-10,251.080002,252.789993,247.600006,248.589996,247.022308,28333900,MSFT
2023-03-13,247.399994,257.910004,245.729996,253.919998,252.31871,33339700,MSFT
2023-03-14,256.75,261.070007,255.860001,260.790009,259.145416,33620300,MSFT
2023-03-15,259.980011,266.480011,259.209991,265.440002,263.766083,46028000,MSFT
2023-03-16,265.209991,276.559998,263.279999,276.200012,274.458191,54768800,MSFT
2023-03-17,278.26001,283.329987,276.320007,279.429993,277.667816,69527400,MSFT
2023-03-20,276.980011,277.480011,269.850006,272.230011,270.513245,43466600,MSFT
2023-03-21,274.880005,275.0,269.519989,273.779999,272.053436,34558700,MSFT
2023-03-22,273.399994,281.040009,272.179993,272.290009,270.572876,34873300,MSFT
2023-03-23,277.940002,281.059998,275.200012,277.660004,275.908997,36610900,MSFT
2023-03-24,277.23999,280.630005,275.279999,280.570007,278.800659,28172000,MSFT
2023-03-27,280.5,281.459991,275.519989,276.380005,274.637085,26840200,MSFT
2023-03-28,275.790009,276.140015,272.049988,275.230011,273.494354,21878600,MSFT
2023-03-29,278.959991,281.140015,278.410004,280.51001,278.741058,25087000,MSFT
2023-03-30,284.230011,284.459991,281.480011,284.049988,282.258698,25053400,MSFT
2023-03-31,283.730011,289.269989,283.0,288.299988,286.481873,32766000,MSFT
2023-04-03,286.519989,288.269989,283.950012,287.230011,285.41864,24883300,MSFT
2023-04-04,287.230011,290.450012,285.670013,287.179993,285.368958,25824300,MSFT
2023-04-05,285.850006,287.149994,282.920013,284.339996,282.546844,22064800,MSFT
2023-04-06,283.209991,292.079987,282.029999,291.600006,289.761078,29770300,MSFT
2023-04-10,289.209991,289.600006,284.709991,289.390015,287.565033,23103000,MSFT
2023-04-11,285.75,285.980011,281.640015,282.829987,281.046356,27276600,MSFT
2023-04-12,284.790009,287.01001,281.959991,283.48999,281.70224,27403400,MSFT
2023-04-13,283.589996,289.899994,283.170013,289.839996,288.012177,24222700,MSFT
2023-04-14,287.0,288.480011,283.690002,286.140015,284.335541,20987900,MSFT
2023-04-17,289.929993,291.600006,286.160004,288.799988,286.97876,23836200,MSFT
2023-04-18,291.570007,291.76001,287.01001,288.369995,286.551453,20161800,MSFT
2023-04-19,285.98999,289.049988,284.540009,288.450012,286.630981,17150300,MSFT
2023-04-20,285.25,289.029999,285.079987,286.109985,284.305695,23244400,MSFT
2023-04-21,285.01001,286.269989,283.059998,285.76001,283.957947,21676400,MSFT
2023-04-24,282.089996,284.950012,278.720001,281.769989,279.993042,26611000,MSFT
2023-04-25,279.51001,281.600006,275.369995,275.420013,273.683136,45772200,MSFT
2023-04-26,296.700012,299.570007,292.730011,295.369995,293.507294,64599200,MSFT
2023-04-27,295.970001,305.200012,295.25,304.829987,302.907654,46462600,MSFT
2023-04-28,304.01001,308.929993,303.309998,307.26001,305.322357,36446700,MSFT
2023-05-01,306.970001,308.600006,305.149994,305.559998,303.633057,21294100,MSFT
2023-05-02,307.76001,309.179993,303.910004,305.410004,303.483978,26404400,MSFT
2023-05-03,306.619995,308.609985,304.089996,304.399994,302.480377,22360800,MSFT
2023-05-04,306.23999,307.76001,303.399994,305.410004,303.483978,22519900,MSFT
2023-05-05,305.720001,311.970001,304.269989,310.649994,308.690948,28181200,MSFT
2023-05-08,310.130005,310.200012,306.089996,308.649994,306.703583,21318600,MSFT
2023-05-09,308.0,310.040009,306.309998,307.0,305.063995,21340800,MSFT
2023-05-10,308.619995,313.0,307.670013,312.309998,310.340485,30078000,MSFT
2023-05-11,310.100006,311.119995,306.26001,310.109985,308.154327,31680200,MSFT
2023-05-12,310.549988,310.649994,306.600006,308.970001,307.021576,19758100,MSFT
2023-05-15,309.100006,309.899994,307.589996,309.459991,307.508453,16336500,MSFT
2023-05-16,309.829987,313.709991,309.829987,311.73999,309.774078,26730300,MSFT
2023-05-17,312.290009,314.429993,310.73999,314.0,312.701935,24315000,MSFT
2023-05-18,314.529999,319.040009,313.720001,318.519989,317.203247,27276000,MSFT
2023-05-19,316.73999,318.75,316.369995,318.339996,317.023956,27529500,MSFT
2023-05-22,318.600006,322.589996,318.01001,321.179993,319.852234,24115700,MSFT
2023-05-23,320.029999,322.720001,315.25,315.26001,313.956696,30797200,MSFT
2023-05-24,314.730011,316.5,312.609985,313.850006,312.552551,23384900,MSFT
2023-05-25,323.23999,326.899994,320.0,325.920013,324.572632,43301700,MSFT
2023-05-26,324.019989,333.399994,323.880005,332.890015,331.513855,36630600,MSFT
2023-05-30,335.230011,335.73999,330.519989,331.209991,329.840759,29503100,MSFT
2023-05-31,332.290009,335.940002,327.329987,328.390015,327.03244,45950600,MSFT
2023-06-01,325.929993,333.529999,324.720001,332.579987,331.205078,26773900,MSFT
2023-06-02,334.25,337.5,332.549988,335.399994,334.013458,25864000,MSFT
2023-06-05,335.220001,338.559998,334.660004,335.940002,334.551239,21307100,MSFT
2023-06-06,335.329987,335.369995,332.170013,333.679993,332.300537,20396200,MSFT
2023-06-07,331.649994,334.48999,322.5,323.380005,322.043152,40717100,MSFT
2023-06-08,323.940002,326.640015,323.350006,325.26001,323.915375,23277700,MSFT
2023-06-09,324.98999,329.98999,324.410004,326.790009,325.439056,22514900,MSFT
2023-06-12,328.579987,332.100006,325.160004,331.850006,330.478149,24260300,MSFT
2023-06-13,334.470001,336.980011,330.390015,334.290009,332.908051,22951300,MSFT
2023-06-14,334.339996,339.040009,332.809998,337.339996,335.945435,26003800,MSFT
2023-06-15,337.480011,349.839996,337.200012,348.100006,346.66095,38899100,MSFT
2023-06-16,351.320007,351.470001,341.950012,342.329987,340.914795,46533600,MSFT
2023-06-20,339.309998,342.079987,335.859985,338.049988,336.652496,26375400,MSFT
2023-06-21,336.369995,337.730011,332.070007,333.559998,332.18103,25117800,MSFT
2023-06-22,334.119995,340.119995,333.339996,339.709991,338.305634,23556800,MSFT
2023-06-23,334.359985,337.959991,333.450012,335.019989,333.63501,23084700,MSFT
2023-06-26,333.720001,336.109985,328.48999,328.600006,327.241577,21520600,MSFT
2023-06-27,331.859985,336.149994,329.299988,334.570007,333.18689,24354100,MSFT
2023-06-28,334.660004,337.980011,333.809998,335.850006,334.461609,20259500,MSFT
2023-06-29,334.709991,336.109985,332.619995,335.049988,333.664886,16997000,MSFT
2023-06-30,337.75,342.730011,337.200012,340.540009,339.132202,26823800,MSFT
2023-07-03,339.190002,340.899994,336.570007,337.98999,336.592743,12508700,MSFT
2023-07-05,335.089996,341.649994,334.730011,338.149994,336.752075,18172400,MSFT
2023-07-06,337.299988,342.98999,335.5,341.269989,339.859192,28161200,MSFT
2023-07-07,339.320007,341.790009,337.0,337.220001,335.825928,21185300,MSFT
2023-07-10,334.600006,335.230011,327.589996,331.829987,330.458191,32791400,MSFT
2023-07-11,331.059998,332.859985,327.0,332.470001,331.095581,26698200,MSFT
2023-07-12,336.600006,341.649994,335.670013,337.200012,335.806,29995300,MSFT
2023-07-13,339.559998,343.73999,339.019989,342.660004,341.243439,20567200,MSFT
2023-07-14,347.589996,351.429993,344.309998,345.23999,343.812775,28302200,MSFT
2023-07-17,345.679993,346.98999,342.200012,345.730011,344.300751,20363900,MSFT
2023-07-18,345.829987,366.779999,342.170013,359.48999,358.003845,64872700,MSFT
2023-07-19,361.75,362.459991,352.440002,355.079987,353.612091,39732900,MSFT
2023-07-20,353.570007,357.970001,345.369995,346.869995,345.436035,33778400,MSFT
2023-07-21,349.149994,350.299988,339.829987,343.769989,342.348846,69368900,MSFT
2023-07-24,345.850006,346.920013,342.309998,345.109985,343.683289,26678100,MSFT
2023-07-25,347.109985,351.890015,345.070007,350.980011,349.529053,41637700,MSFT
2023-07-26,341.440002,344.670013,333.109985,337.769989,336.373657,58383700,MSFT
2023-07-27,340.480011,341.329987,329.049988,330.720001,329.352783,39635300,MSFT
2023-07-28,333.670013,340.01001,333.170013,338.369995,336.971161,28484900,MSFT
2023-07-31,336.920013,337.700012,333.359985,335.920013,334.531311,25446000,MSFT
2023-08-01,335.190002,338.540009,333.700012,336.339996,334.949554,18311900,MSFT
2023-08-02,333.630005,333.630005,326.359985,327.5,326.146118,27761300,MSFT
2023-08-03,326.0,329.880005,325.950012,326.660004,325.30957,18253700,MSFT
2023-08-04,331.880005,335.140015,327.23999,327.779999,326.424957,23727700,MSFT
2023-08-07,328.369995,331.109985,327.519989,330.109985,328.7453,17741500,MSFT
2023-08-08,326.959991,328.75,323.0,326.049988,324.702087,22327600,MSFT
2023-08-09,326.470001,327.109985,321.049988,322.230011,320.897919,22373300,MSFT
2023-08-10,326.019989,328.26001,321.179993,322.929993,321.594971,20113700,MSFT
2023-08-11,320.26001,322.410004,319.209991,321.01001,319.682953,24342600,MSFT
2023-08-14,321.390015,324.059998,320.079987,324.040009,322.700439,18836100,MSFT
2023-08-15,323.0,325.089996,320.899994,321.859985,320.529388,16966300,MSFT
2023-08-16,320.799988,324.420013,319.799988,320.399994,319.751007,20698900,MSFT
2023-08-17,320.540009,321.869995,316.209991,316.880005,316.238159,21257200,MSFT
2023-08-18,314.48999,318.380005,311.549988,316.480011,315.838959,24744800,MSFT
2023-08-21,317.929993,322.769989,317.040009,321.880005,321.228027,24040000,MSFT
2023-08-22,325.5,326.079987,321.459991,322.459991,321.806824,16102000,MSFT
2023-08-23,323.820007,329.200012,323.459991,327.0,326.337646,21166400,MSFT
2023-08-24,332.850006,332.980011,319.959991,319.970001,319.321899,23281400,MSFT
2023-08-25,321.470001,325.359985,318.799988,322.980011,322.325806,21684100,MSFT
2023-08-28,325.660004,326.149994,321.720001,323.700012,323.044342,14808500,MSFT
2023-08-29,321.880005,328.980011,321.880005,328.410004,327.744781,19284600,MSFT
2023-08-30,328.670013,329.809998,326.450012,328.790009,328.124023,15222100,MSFT
2023-08-31,329.200012,330.910004,326.779999,327.76001,327.09613,26411000,MSFT
2023-09-01,331.309998,331.98999,326.779999,328.660004,327.994293,14931200,MSFT
2023-09-05,329.0,334.850006,328.660004,333.549988,332.874359,18553900,MSFT
2023-09-06,333.380005,334.459991,330.179993,332.880005,332.20575,17535800,MSFT
2023-09-07,331.290009,333.079987,329.029999,329.910004,329.24176,18381000,MSFT
2023-09-08,330.089996,336.160004,329.459991,334.269989,333.592896,19530100,MSFT
2023-09-11,337.23999,338.420013,335.429993,337.940002,337.255493,16583300,MSFT
2023-09-12,335.820007,336.790009,331.480011,331.769989,331.097961,17565500,MSFT
2023-09-13,331.309998,336.850006,331.170013,336.059998,335.379303,16544400,MSFT
2023-09-14,339.149994,340.859985,336.570007,338.700012,338.013947,20267000,MSFT
2023-09-15,336.920013,337.399994,329.649994,330.220001,329.551117,37666900,MSFT
2023-09-18,327.799988,330.399994,326.359985,329.059998,328.393463,16834200,MSFT
2023-09-19,326.170013,329.390015,324.51001,328.649994,327.984283,16505900,MSFT
2023-09-20,329.51001,329.589996,320.51001,320.769989,320.12027,21436500,MSFT
2023-09-21,319.26001,325.350006,315.0,319.529999,318.882782,35529500,MSFT
2023-09-22,321.320007,321.450012,316.149994,317.01001,316.367889,21447900,MSFT
2023-09-25,316.589996,317.670013,315.0,317.540009,316.89682,17836000,MSFT
2023-09-26,315.130005,315.880005,310.019989,312.140015,311.507751,26297600,MSFT
2023-09-27,312.299988,314.299988,309.690002,312.790009,312.156433,19410100,MSFT
2023-09-28,310.98999,315.480011,309.450012,313.640015,313.00473,19683600,MSFT
2023-09-29,317.75,319.470001,314.980011,315.75,315.110443,24140300,MSFT
2023-10-02,316.279999,321.890015,315.179993,321.799988,321.148163,20570000,MSFT
2023-10-03,320.829987,321.390015,311.209991,313.390015,312.755219,21033500,MSFT
2023-10-04,314.029999,320.040009,314.0,318.959991,318.313934,20720100,MSFT
2023-10-05,319.089996,319.980011,314.899994,319.359985,318.713104,16965600,MSFT
2023-10-06,316.549988,329.190002,316.299988,327.26001,326.597137,25645500,MSFT
2023-10-09,324.75,330.299988,323.179993,329.820007,329.151947,19891200,MSFT
2023-10-10,330.959991,331.100006,327.670013,328.390015,327.724854,20557100,MSFT
2023-10-11,331.209991,332.820007,329.140015,332.420013,331.746674,20063200,MSFT
2023-10-12,330.570007,333.630005,328.720001,331.160004,330.489227,19313100,MSFT
2023-10-13,332.380005,333.829987,326.359985,327.730011,327.066193,21072400,MSFT
2023-10-16,331.049988,336.140015,330.600006,332.640015,331.966248,22158000,MSFT
2023-10-17,329.589996,333.459991,327.410004,332.059998,331.38739,18338500,MSFT
2023-10-18,332.48999,335.589996,328.299988,330.109985,329.441345,23153600,MSFT
2023-10-19,332.149994,336.880005,330.910004,331.320007,330.648895,25052100,MSFT
2023-10-20,331.720001,331.920013,325.450012,326.670013,326.008331,25012600,MSFT
2023-10-23,325.470001,332.730011,324.390015,329.320007,328.652954,24374700,MSFT
2023-10-24,331.299988,331.839996,327.600006,330.529999,329.860504,31153600,MSFT
2023-10-25,345.019989,346.200012,337.619995,340.670013,339.97998,55053800,MSFT
2023-10-26,340.540009,341.630005,326.940002,327.890015,327.225861,37828500,MSFT
2023-10-27,330.429993,336.720001,328.399994,329.809998,329.141968,29856500,MSFT
2023-10-30,333.410004,339.450012,331.829987,337.309998,336.62677,22828100,MSFT
2023-10-31,338.850006,339.0,334.690002,338.109985,337.42514,20265300,MSFT
2023-11-01,339.790009,347.420013,339.649994,346.070007,345.369019,28158800,MSFT
2023-11-02,347.23999,348.829987,344.769989,348.320007,347.614471,24348100,MSFT
2023-11-03,349.630005,354.390015,347.329987,352.799988,352.085388,23624000,MSFT
2023-11-06,353.450012,357.540009,353.350006,356.529999,355.807831,23828300,MSFT
2023-11-07,359.399994,362.459991,357.630005,360.529999,359.799744,25833900,MSFT
2023-11-08,361.679993,363.869995,360.549988,363.200012,362.464325,26767800,MSFT
2023-11-09,362.299988,364.790009,360.359985,360.690002,359.959412,24847300,MSFT
2023-11-10,361.48999,370.100006,361.070007,369.670013,368.921234,28042100,MSFT
2023-11-13,368.220001,368.470001,365.899994,366.679993,365.937256,19986500,MSFT
2023-11-14,371.01001,371.950012,367.350006,370.269989,369.519989,27683900,MSFT
2023-11-15,371.279999,373.130005,367.109985,369.670013,369.670013,26860100,MSFT
2023-11-16,370.959991,376.350006,370.179993,376.170013,376.170013,27182300,MSFT
2023-11-17,373.609985,374.369995,367.0,369.850006,369.850006,40157000,MSFT
2023-11-20,371.220001,378.869995,371.0,377.440002,377.440002,52465100,MSFT
2023-11-21,375.670013,376.220001,371.119995,373.070007,373.070007,28423100,MSFT
2023-11-22,378.0,379.790009,374.970001,377.850006,377.850006,23345300,MSFT
